hour,day,temperature,rain,availability_percentage,congestion_level
9,4,25.9,0,57.75,1
21,2,17.4,1,100.0,0
0,0,41.6,1,88.64,0
21,1,21.0,1,100.0,0
23,4,37.5,0,89.86,0
17,2,23.5,0,100.0,0
17,6,39.4,1,100.0,0
13,3,18.6,1,99.76,0
14,6,37.7,1,98.32,0
11,2,17.9,0,74.93,0
3,6,28.4,0,62.28,1
2,6,37.0,0,58.74,1
19,1,20.2,1,100.0,0
11,5,23.6,1,78.1,0
6,1,40.9,1,47.64,1
10,0,41.6,0,57.78,1
0,0,16.3,1,88.69,0
5,1,20.0,0,51.88,1
14,4,18.5,1,100.0,0
14,4,20.4,0,97.65,0
18,6,44.1,1,100.0,0
10,6,31.5,1,71.3,0
22,3,29.0,0,92.64,0
1,0,44.5,1,75.33,0
13,3,31.7,0,88.88,0
1,0,34.8,1,77.21,0
3,1,25.0,1,63.5,1
16,4,26.5,1,100.0,0
2,6,32.8,0,68.19,0
12,4,17.1,1,91.94,0
8,1,22.7,0,51.18,1
6,3,20.9,1,55.56,1
14,3,15.5,1,100.0,0
22,2,31.1,0,99.59,0
10,6,31.8,1,63.6,1
19,6,26.5,1,100.0,0
1,6,23.1,0,76.41,0
14,0,34.6,0,98.6,0
13,3,19.0,1,96.69,0
19,1,30.6,0,100.0,0
21,3,38.0,0,100.0,0
10,4,19.9,1,78.35,0
2,0,37.6,0,61.82,1
16,6,37.8,0,100.0,0
11,5,16.8,1,77.41,0
23,2,15.6,0,90.73,0
20,0,44.2,0,99.68,0
14,4,20.8,1,100.0,0
15,6,39.7,1,100.0,0
4,4,31.9,0,57.53,1
19,4,22.9,1,100.0,0
5,6,18.9,0,47.95,1
18,4,29.9,0,100.0,0
4,1,27.2,0,52.11,1
2,2,36.0,0,57.76,1
0,5,42.1,1,75.65,0
5,4,39.2,1,54.12,1
14,4,23.2,0,100.0,0
1,3,41.4,1,72.77,0
2,2,40.0,0,66.69,0
16,0,42.9,0,100.0,0
23,2,28.8,1,82.36,0
11,2,38.1,1,77.88,0
17,6,32.7,0,100.0,0
14,6,24.3,1,97.65,0
11,6,44.8,0,70.88,0
15,5,16.1,1,100.0,0
7,2,19.9,1,58.73,1
13,5,41.8,0,84.72,0
16,4,16.8,1,100.0,0
20,6,41.6,1,100.0,0
7,4,36.5,0,49.95,1
14,6,16.1,0,99.96,0
13,1,27.9,0,87.97,0
17,5,37.6,0,98.6,0
19,5,32.5,0,100.0,0
6,0,43.1,0,39.96,1
2,3,41.0,1,60.09,1
11,2,25.0,0,66.03,0
20,0,17.5,0,100.0,0
23,5,43.3,0,83.87,0
2,0,30.5,1,62.73,1
19,1,17.2,0,100.0,0
13,3,39.5,0,86.4,0
14,5,41.1,1,95.52,0
13,5,34.2,1,100.0,0
6,2,28.4,0,49.27,1
16,6,34.9,1,100.0,0
11,3,36.2,1,76.42,0
19,1,41.8,0,100.0,0
3,4,43.7,0,60.11,1
8,0,30.4,0,52.39,1
5,2,39.0,1,52.02,1
15,5,43.9,0,90.33,0
21,4,19.5,1,100.0,0
21,1,15.5,0,100.0,0
20,3,41.1,1,100.0,0
20,0,20.9,0,100.0,0
1,2,16.3,1,82.08,0
23,5,19.8,0,97.06,0
7,5,26.5,0,51.25,1
10,4,21.6,0,61.73,1
12,4,24.2,1,83.63,0
16,0,44.3,1,100.0,0
7,3,36.1,0,45.43,1
20,1,36.4,1,100.0,0
17,6,17.8,0,100.0,0
17,3,37.0,1,100.0,0
13,3,37.2,0,87.54,0
14,3,34.8,1,99.94,0
5,6,21.9,1,59.31,1
10,0,27.7,1,67.96,0
12,6,40.4,1,85.86,0
0,0,35.1,1,74.77,0
5,6,37.0,0,38.51,1
8,1,32.6,1,57.22,1
7,3,28.5,1,57.12,1
10,0,37.8,1,63.25,1
21,6,17.0,1,100.0,0
18,1,35.2,0,100.0,0
23,6,44.9,1,86.23,0
8,5,38.4,1,59.97,1
16,1,23.7,0,100.0,0
11,3,23.3,0,66.22,0
13,2,35.0,1,92.33,0
14,3,41.9,0,92.69,0
15,2,32.3,1,100.0,0
21,1,30.8,1,100.0,0
21,5,19.8,0,100.0,0
19,5,36.5,1,100.0,0
0,0,36.1,0,80.37,0
9,5,44.0,0,62.38,1
7,4,24.0,1,53.48,1
17,1,37.7,1,100.0,0
0,0,28.0,0,80.16,0
1,5,31.8,1,75.68,0
0,1,39.5,0,80.09,0
0,3,21.7,0,83.08,0
8,5,25.3,0,50.1,1
12,6,38.2,0,82.3,0
0,2,32.1,1,87.32,0
12,1,17.8,1,96.04,0
19,0,27.9,1,100.0,0
21,3,32.6,1,100.0,0
6,4,42.3,1,50.29,1
1,3,20.7,1,85.22,0
5,5,39.2,0,44.43,1
6,2,18.9,1,53.8,1
13,3,22.3,0,91.19,0
17,4,22.3,0,100.0,0
14,6,41.3,0,93.35,0
1,0,21.0,1,82.29,0
9,1,38.6,0,54.97,1
22,2,28.9,1,100.0,0
11,4,45.0,0,73.38,0
16,5,40.2,1,100.0,0
7,5,37.2,1,57.14,1
10,5,41.1,1,71.59,0
2,2,34.0,1,69.21,0
5,3,40.3,1,50.77,1
8,2,22.8,0,50.63,1
5,5,17.9,1,56.85,1
8,6,33.5,1,52.54,1
6,4,28.0,0,55.15,1
8,1,27.8,1,58.41,1
17,1,30.8,1,100.0,0
11,2,25.8,1,84.78,0
7,5,33.8,1,55.95,1
7,0,15.9,1,66.13,0
17,6,44.1,0,100.0,0
19,2,42.7,1,100.0,0
14,5,43.1,0,92.11,0
6,3,26.0,1,52.71,1
10,1,31.0,0,63.17,1
19,1,43.6,0,100.0,0
15,6,42.1,0,95.87,0
3,1,38.7,1,52.86,1
5,0,27.2,1,55.13,1
21,5,31.9,0,96.87,0
2,5,38.8,1,69.64,0
8,6,23.2,1,64.14,1
9,5,33.8,0,59.44,1
13,6,39.8,1,87.77,0
10,5,36.2,0,63.43,1
17,0,29.4,1,100.0,0
21,4,32.5,0,93.22,0
11,2,44.7,1,72.28,0
22,2,33.1,1,100.0,0
11,5,38.6,0,64.52,1
12,3,36.8,0,68.69,0
12,1,36.0,1,90.31,0
18,0,36.5,0,100.0,0
18,3,28.6,0,100.0,0
22,3,29.2,0,93.44,0
13,5,29.0,0,89.19,0
3,0,16.0,0,63.25,1
12,2,22.2,1,93.88,0
7,1,19.6,0,58.72,1
22,2,41.6,0,94.53,0
20,3,23.2,0,100.0,0
22,1,19.2,0,99.4,0
18,4,18.6,1,100.0,0
11,3,36.0,0,76.58,0
17,2,15.2,1,100.0,0
5,2,29.1,1,55.61,1
17,5,18.6,0,100.0,0
18,2,40.5,0,100.0,0
21,0,43.8,1,99.54,0
4,3,43.8,1,54.13,1
23,6,28.3,1,88.79,0
8,6,34.3,0,58.8,1
2,1,33.0,1,68.17,0
9,2,25.5,0,57.47,1
18,5,28.3,1,100.0,0
2,5,16.9,1,84.73,0
21,2,38.9,0,96.53,0
14,0,22.2,0,96.11,0
0,5,28.8,1,81.66,0
6,6,29.4,0,53.48,1
11,1,31.8,0,76.47,0
16,3,39.5,1,100.0,0
20,4,35.8,0,100.0,0
23,0,34.9,0,88.97,0
19,5,30.8,1,100.0,0
4,3,17.9,1,70.43,0
3,4,27.1,0,56.76,1
11,2,43.7,0,72.38,0
19,2,44.9,0,100.0,0
23,1,36.9,1,82.02,0
17,4,21.8,1,100.0,0
16,2,18.1,0,100.0,0
18,2,27.4,0,100.0,0
8,6,40.7,0,55.54,1
3,5,36.7,1,64.77,1
20,1,41.5,1,100.0,0
1,3,33.5,0,74.57,0
3,2,18.9,0,64.6,1
1,6,18.4,0,67.35,0
14,0,16.4,0,100.0,0
1,0,32.0,1,74.75,0
3,3,22.3,0,66.08,0
5,4,37.0,0,47.23,1
6,1,35.6,1,50.66,1
9,6,24.5,0,60.03,1
18,5,20.3,0,100.0,0
18,6,18.1,0,100.0,0
21,0,37.1,0,96.4,0
11,0,28.5,0,78.92,0
2,3,24.7,0,66.71,0
12,4,40.7,1,91.88,0
17,4,32.8,0,100.0,0
7,3,30.5,1,57.26,1
20,6,37.3,1,100.0,0
14,0,39.5,1,100.0,0
0,6,35.6,1,85.74,0
2,6,28.2,0,60.03,1
7,1,26.4,0,53.15,1
3,0,38.1,0,53.08,1
15,4,30.5,0,98.4,0
22,5,36.1,1,100.0,0
9,6,41.7,1,61.29,1
11,0,42.5,1,71.22,0
13,6,23.3,0,83.71,0
13,1,20.6,1,91.69,0
1,2,22.8,0,74.09,0
22,0,37.5,1,100.0,0
4,3,26.1,0,49.94,1
4,2,20.2,1,63.43,1
5,6,18.0,1,61.67,1
12,3,24.8,0,87.67,0
8,3,19.1,1,62.92,1
21,3,19.7,1,100.0,0
14,0,35.5,0,99.26,0
13,4,15.6,1,93.2,0
23,6,18.5,1,100.0,0
6,2,40.3,1,44.93,1
19,1,40.3,1,100.0,0
1,4,24.9,0,72.59,0
6,6,17.6,0,50.1,1
5,0,36.1,1,59.04,1
16,3,25.8,0,100.0,0
1,1,16.4,1,86.67,0
2,6,19.7,0,69.98,0
4,2,19.1,1,56.12,1
4,6,32.7,1,56.57,1
0,4,41.9,0,81.45,0
7,5,38.8,1,58.35,1
11,4,31.4,1,82.8,0
23,6,27.7,1,95.04,0
3,1,33.6,1,61.81,1
12,6,28.3,0,70.68,0
22,6,22.4,0,100.0,0
14,0,35.4,0,92.89,0
10,2,41.2,0,55.37,1
9,1,26.2,1,68.74,0
2,6,40.2,1,74.02,0
21,3,27.9,1,100.0,0
13,2,27.0,1,97.03,0
15,4,15.8,0,100.0,0
9,1,35.9,0,43.38,1
9,4,39.2,0,64.63,1
11,6,34.9,1,71.8,0
8,4,19.5,1,58.64,1
0,4,18.1,1,86.21,0
4,0,32.2,1,56.58,1
19,4,27.0,0,100.0,0
7,3,27.9,0,54.38,1
10,3,44.0,0,57.4,1
11,2,36.7,1,72.58,0
0,6,27.4,0,93.27,0
21,5,15.6,1,100.0,0
19,4,16.0,0,100.0,0
10,4,35.5,0,55.23,1
4,1,40.1,1,47.6,1
14,0,36.2,1,92.55,0
4,5,27.2,1,60.35,1
11,2,15.9,0,82.0,0
4,5,44.0,0,52.89,1
16,4,44.6,0,100.0,0
16,1,31.5,0,100.0,0
23,6,17.1,1,90.5,0
11,0,31.2,0,73.99,0
23,6,41.8,1,91.57,0
14,2,35.4,0,92.78,0
14,5,36.6,1,96.49,0
5,2,17.5,1,59.02,1
11,4,18.2,0,68.04,0
19,2,18.8,0,100.0,0
17,6,42.1,1,100.0,0
13,1,30.8,0,81.27,0
1,2,38.7,1,65.78,0
8,3,18.5,0,53.88,1
4,1,42.8,0,52.47,1
19,5,39.6,0,100.0,0
0,0,21.7,0,77.36,0
22,0,41.2,0,92.12,0
2,4,22.9,1,69.41,0
5,4,21.2,0,54.63,1
4,3,22.9,1,59.67,1
20,5,42.3,1,100.0,0
4,6,42.5,1,52.03,1
0,0,24.9,0,70.54,0
16,0,36.2,1,100.0,0
18,0,35.3,1,100.0,0
13,6,39.2,1,82.96,0
11,0,23.9,1,77.38,0
9,2,30.3,1,62.42,1
19,5,35.0,1,100.0,0
20,1,15.8,0,100.0,0
17,1,26.3,1,100.0,0
23,3,35.9,1,91.9,0
10,2,22.6,0,73.45,0
1,0,43.7,1,73.35,0
17,0,15.9,0,100.0,0
6,4,43.7,0,44.76,1
23,4,21.5,1,97.17,0
14,3,16.5,1,100.0,0
10,0,23.8,0,78.92,0
17,3,38.6,0,100.0,0
22,2,37.6,0,96.64,0
11,1,21.3,0,75.87,0
5,0,20.9,1,64.38,1
19,5,34.3,0,100.0,0
22,6,28.7,0,97.08,0
12,2,38.8,0,71.66,0
19,0,15.7,1,100.0,0
15,6,33.3,0,97.14,0
17,5,36.9,0,100.0,0
9,4,44.8,1,59.9,1
22,3,35.4,1,95.32,0
7,4,22.0,0,43.55,1
17,1,18.2,0,100.0,0
20,4,34.2,0,100.0,0
0,0,30.7,1,85.09,0
22,5,42.0,1,100.0,0
7,4,36.8,0,44.96,1
5,0,30.3,0,50.28,1
4,1,27.1,0,55.68,1
14,6,27.1,1,98.78,0
21,5,21.8,0,99.7,0
14,4,15.5,0,100.0,0
1,3,32.2,1,77.98,0
0,3,21.4,0,85.71,0
22,5,21.2,1,98.51,0
22,3,18.8,1,100.0,0
10,4,20.7,0,64.68,1
9,4,16.0,1,69.24,0
17,5,35.2,1,100.0,0
17,4,27.0,0,100.0,0
16,6,31.8,1,100.0,0
7,0,34.1,1,61.54,1
14,1,44.2,0,87.9,0
7,6,17.0,0,57.36,1
16,6,27.5,0,100.0,0
11,3,22.4,0,72.71,0
7,0,29.3,0,59.19,1
13,5,42.6,1,90.35,0
3,3,36.7,1,68.81,0
0,0,34.9,1,83.03,0
0,4,28.2,1,91.63,0
18,5,35.1,1,100.0,0
15,5,16.0,0,100.0,0
13,3,32.6,0,87.11,0
20,4,31.6,0,100.0,0
15,3,25.4,0,100.0,0
4,2,21.0,1,54.76,1
8,0,39.2,0,51.07,1
1,2,16.6,0,76.91,0
17,0,17.1,1,100.0,0
5,1,28.2,1,45.26,1
8,6,22.6,0,64.33,1
0,5,37.4,1,88.03,0
8,3,34.0,1,61.24,1
15,1,38.2,0,99.53,0
12,1,24.7,1,81.48,0
8,5,37.2,0,61.61,1
20,5,40.9,1,100.0,0
12,0,25.4,1,87.65,0
8,2,25.2,1,61.89,1
10,4,42.0,1,65.86,0
3,0,16.5,0,65.81,0
1,4,25.5,1,78.36,0
5,1,18.6,0,55.99,1
13,4,15.9,0,94.19,0
3,2,18.4,1,79.42,0
5,0,27.9,1,52.09,1
18,5,35.6,0,100.0,0
5,2,23.7,1,64.06,1
1,6,40.5,1,78.22,0
17,2,28.1,0,100.0,0
12,6,44.0,1,95.84,0
8,0,43.6,0,55.37,1
22,5,38.2,1,94.42,0
18,2,43.0,1,100.0,0
12,6,36.2,1,82.94,0
10,5,41.9,1,64.26,1
0,3,22.1,1,87.77,0
23,3,25.4,1,95.85,0
21,3,37.6,0,100.0,0
6,4,27.7,0,38.39,1
20,2,40.1,1,100.0,0
14,0,41.3,1,100.0,0
0,0,24.0,0,90.02,0
11,4,39.7,0,67.31,0
6,0,19.6,0,51.12,1
14,6,25.0,1,100.0,0
20,3,30.5,1,100.0,0
18,2,21.8,1,100.0,0
0,0,32.4,0,68.08,0
16,0,32.4,0,100.0,0
16,1,21.2,1,100.0,0
2,1,38.9,0,55.87,1
11,1,33.9,1,73.49,0
5,2,24.5,1,53.68,1
10,3,22.0,0,66.37,0
2,5,41.4,1,74.03,0
7,3,40.1,0,38.67,1
13,3,21.9,0,88.48,0
13,2,16.1,1,97.5,0
9,6,39.1,1,60.7,1
1,6,33.5,0,67.21,0
13,2,18.0,1,100.0,0
8,1,32.6,0,52.44,1
2,0,28.6,1,68.99,0
20,4,38.2,0,100.0,0
7,4,21.3,0,52.24,1
15,5,28.6,1,100.0,0
1,0,19.7,1,75.7,0
5,5,43.7,0,57.85,1
20,1,38.4,0,100.0,0
11,5,37.1,0,68.19,0
4,0,35.7,0,58.66,1
1,0,27.7,1,80.54,0
15,4,42.7,1,100.0,0
4,6,17.2,1,57.72,1
14,1,39.1,0,88.13,0
11,2,21.5,1,84.64,0
3,5,24.7,0,64.13,1
14,4,30.6,0,87.96,0
10,5,38.5,1,65.42,0
15,5,40.2,1,100.0,0
22,2,32.5,0,99.81,0
5,1,27.1,0,54.47,1
13,0,43.4,1,86.46,0
17,3,22.4,0,100.0,0
11,5,39.1,1,73.45,0
10,3,33.4,1,70.9,0
12,1,26.3,0,88.5,0
20,3,15.0,0,100.0,0
22,5,28.4,0,96.89,0
10,2,23.3,0,66.53,0
22,3,18.1,0,97.25,0
15,1,17.3,1,100.0,0
14,1,25.4,1,100.0,0
20,6,33.4,1,100.0,0
14,6,40.1,1,94.57,0
3,2,20.5,0,64.88,1
10,3,27.7,1,67.88,0
18,3,26.8,0,100.0,0
14,6,30.4,0,83.36,0
3,0,39.3,0,58.5,1
20,4,31.6,0,100.0,0
12,1,40.4,0,81.87,0
21,0,30.6,1,100.0,0
18,1,33.1,0,100.0,0
1,0,28.1,0,70.54,0
13,6,39.7,1,92.46,0
3,6,42.7,1,67.73,0
15,4,34.2,1,94.86,0
20,0,39.6,0,100.0,0
19,1,16.8,0,100.0,0
13,3,42.2,0,78.38,0
14,1,20.7,0,98.47,0
2,5,22.7,1,68.77,0
7,6,16.6,1,58.7,1
15,2,44.0,1,93.16,0
9,2,40.6,1,65.54,0
3,6,42.4,1,60.82,1
17,5,40.4,1,100.0,0
1,2,29.4,0,74.51,0
16,6,42.7,0,100.0,0
12,2,44.1,1,77.33,0
3,6,30.1,1,73.6,0
10,4,20.3,1,75.5,0
6,3,34.8,1,60.02,1
11,3,44.3,0,67.15,0
9,1,41.2,0,47.31,1
6,5,40.9,0,35.13,1
12,6,43.0,1,76.03,0
6,0,41.8,1,58.19,1
23,1,38.3,1,87.73,0
16,1,36.5,0,100.0,0
9,6,22.9,0,55.07,1
9,6,33.6,0,54.38,1
23,1,30.6,1,89.98,0
3,1,40.9,0,56.66,1
19,3,29.8,0,100.0,0
3,0,18.8,1,63.17,1
21,1,15.1,0,100.0,0
6,3,35.3,1,46.68,1
21,1,31.5,1,96.97,0
0,2,24.9,1,86.66,0
11,1,20.1,0,68.58,0
23,6,29.0,0,94.14,0
12,5,18.0,1,94.81,0
9,5,25.1,0,57.34,1
14,1,26.4,1,100.0,0
12,4,29.0,0,80.65,0
22,2,29.0,1,100.0,0
21,0,22.7,1,100.0,0
21,1,40.5,0,100.0,0
20,0,25.7,1,100.0,0
21,2,21.9,1,100.0,0
8,1,20.3,1,58.86,1
8,4,24.7,1,66.54,0
14,3,17.0,1,100.0,0
9,4,16.0,0,60.92,1
23,6,33.2,0,83.22,0
9,4,33.6,1,59.42,1
7,3,30.9,0,49.56,1
23,6,37.9,1,92.65,0
15,3,16.2,1,100.0,0
16,5,43.1,1,100.0,0
4,3,17.9,1,69.75,0
3,1,35.2,1,62.81,1
17,0,19.0,0,100.0,0
23,5,41.4,0,78.57,0
18,5,30.3,0,100.0,0
3,0,17.5,0,60.92,1
6,5,33.5,0,46.98,1
9,3,15.3,0,58.38,1
17,4,38.3,1,100.0,0
18,2,34.5,0,100.0,0
3,3,21.4,1,68.83,0
9,6,26.2,1,63.69,1
0,6,15.2,0,90.81,0
22,4,35.8,0,89.98,0
17,4,24.7,1,100.0,0
4,5,32.1,1,50.1,1
14,1,43.7,1,99.18,0
16,1,24.0,1,100.0,0
2,5,44.7,1,68.44,0
11,5,34.0,0,61.84,1
1,0,22.3,0,69.39,0
0,0,28.1,1,89.76,0
22,2,37.2,1,100.0,0
20,2,28.4,1,97.88,0
16,2,17.1,1,100.0,0
21,2,20.1,1,100.0,0
15,4,38.7,1,100.0,0
4,4,34.5,1,52.52,1
14,0,32.1,1,100.0,0
2,1,20.0,0,70.92,0
6,5,40.1,1,52.51,1
10,6,43.8,1,56.27,1
9,1,16.2,0,73.4,0
8,3,17.3,1,64.13,1
13,4,41.5,1,87.75,0
12,2,39.5,1,89.47,0
1,2,33.5,1,71.59,0
2,3,43.3,0,55.53,1
6,1,34.4,1,48.82,1
20,2,21.5,1,100.0,0
17,1,36.9,1,100.0,0
2,5,34.4,0,66.89,0
9,3,44.6,1,53.16,1
21,6,21.4,1,100.0,0
6,1,32.9,0,46.11,1
8,5,38.4,0,50.96,1
16,1,25.2,0,100.0,0
10,1,26.4,0,68.55,0
6,2,41.6,1,54.39,1
23,0,27.1,0,85.55,0
13,4,33.7,0,96.27,0
18,1,41.7,0,100.0,0
3,1,21.3,1,64.27,1
5,1,44.5,0,52.39,1
9,0,36.1,1,64.81,1
6,5,29.9,1,48.72,1
12,6,27.9,0,81.62,0
13,6,43.6,1,83.83,0
3,3,21.2,0,51.24,1
7,2,24.4,0,50.55,1
4,0,24.2,1,66.42,0
0,5,23.7,1,94.27,0
3,1,29.1,1,61.52,1
2,5,44.7,1,64.17,1
8,0,41.7,0,57.5,1
7,0,24.8,1,60.92,1
0,0,27.7,1,88.14,0
5,3,35.1,1,55.19,1
8,4,15.5,1,66.99,0
6,2,39.6,0,46.97,1
3,3,41.4,0,63.02,1
12,3,40.7,1,81.19,0
16,4,26.3,1,100.0,0
1,3,28.9,0,62.3,1
4,0,15.4,0,63.7,1
11,0,27.0,0,68.33,0
20,5,28.8,0,94.49,0
7,1,42.2,1,51.47,1
5,3,41.8,1,50.78,1
7,1,44.0,0,49.08,1
17,2,41.6,0,100.0,0
2,6,15.2,1,70.29,0
21,0,34.2,1,100.0,0
11,5,17.0,0,75.11,0
2,2,23.2,1,63.61,1
21,5,32.3,0,100.0,0
5,6,36.0,1,57.86,1
1,6,34.6,1,77.89,0
22,4,16.5,0,96.88,0
11,0,18.1,1,81.03,0
1,2,18.9,0,64.74,1
5,4,17.7,1,58.34,1
16,6,20.3,0,100.0,0
2,2,35.7,0,58.53,1
1,5,39.9,0,70.14,0
22,4,27.3,1,92.4,0
19,4,35.8,0,100.0,0
7,0,21.0,0,47.4,1
21,1,44.2,1,100.0,0
11,5,25.5,1,79.66,0
3,5,40.4,0,49.16,1
4,4,43.4,0,50.45,1
12,4,40.9,1,82.34,0
14,0,17.0,1,100.0,0
22,1,34.5,1,100.0,0
15,5,18.6,0,100.0,0
9,6,15.2,1,65.17,0
22,3,16.6,0,97.5,0
15,3,42.5,0,96.6,0
11,1,42.3,0,62.05,1
16,2,21.8,1,100.0,0
15,0,31.4,1,100.0,0
11,1,43.7,1,82.76,0
7,3,29.9,0,45.85,1
19,4,26.8,0,100.0,0
2,3,29.5,1,67.32,0
15,4,38.7,1,100.0,0
12,0,29.3,0,82.35,0
22,4,38.5,0,93.42,0
18,1,28.0,0,100.0,0
7,4,22.6,0,53.33,1
21,2,24.8,1,100.0,0
4,1,17.3,0,62.55,1
19,0,29.9,0,100.0,0
7,1,19.4,1,55.94,1
23,2,39.3,1,81.76,0
11,0,27.6,1,76.31,0
0,3,38.0,1,92.56,0
20,2,43.6,0,100.0,0
19,0,40.5,0,100.0,0
5,6,43.5,0,42.32,1
21,4,32.0,0,98.17,0
17,1,20.0,0,100.0,0
7,0,43.1,1,46.25,1
6,1,41.1,1,52.52,1
0,4,40.9,0,72.63,0
20,0,35.8,1,100.0,0
15,3,33.7,0,100.0,0
11,6,15.4,0,84.01,0
5,6,37.4,0,40.4,1
19,2,17.7,0,100.0,0
1,0,22.8,0,72.36,0
13,4,31.5,1,94.62,0
3,0,28.6,1,62.11,1
0,1,15.5,0,92.97,0
22,5,39.7,0,91.16,0
17,0,41.4,1,100.0,0
12,6,35.5,0,77.56,0
1,6,31.2,0,70.24,0
8,6,43.8,0,54.51,1
20,3,18.6,1,100.0,0
1,0,37.1,0,62.49,1
8,2,18.9,0,58.25,1
0,0,26.5,1,82.81,0
10,5,32.6,0,58.46,1
2,6,37.1,0,62.98,1
19,1,15.1,1,100.0,0
22,6,22.8,1,100.0,0
3,0,31.1,0,59.75,1
17,3,31.0,1,100.0,0
22,4,34.1,0,94.34,0
5,0,24.1,0,49.84,1
2,0,31.2,1,73.75,0
21,2,20.7,0,100.0,0
10,3,20.6,1,81.57,0
14,5,32.3,1,96.84,0
21,4,35.6,1,100.0,0
4,6,18.6,0,63.08,1
19,1,18.7,1,100.0,0
9,0,32.0,0,58.9,1
11,5,23.1,1,80.98,0
14,4,26.8,1,100.0,0
16,1,27.0,0,100.0,0
9,5,20.4,0,61.61,1
5,3,15.0,1,64.2,1
17,3,40.6,0,100.0,0
12,4,36.5,0,73.14,0
2,6,35.7,1,78.58,0
23,1,31.4,1,96.73,0
9,3,36.0,0,52.42,1
13,4,43.1,1,87.62,0
5,3,35.0,1,51.68,1
2,3,23.0,1,69.62,0
15,5,32.1,0,100.0,0
6,5,28.3,0,48.86,1
19,3,31.7,0,100.0,0
13,2,30.5,1,83.77,0
8,5,40.8,0,50.64,1
14,1,34.6,1,91.98,0
20,4,20.7,1,100.0,0
2,4,16.9,1,76.17,0
1,6,27.7,1,82.41,0
1,1,15.5,0,70.46,0
2,1,24.5,1,73.79,0
17,1,26.0,1,100.0,0
13,6,26.3,0,89.36,0
19,1,44.4,1,100.0,0
17,0,24.1,0,100.0,0
9,6,23.0,0,64.51,1
1,4,18.9,0,74.28,0
21,0,30.3,1,100.0,0
0,6,19.6,0,87.76,0
3,3,33.5,1,69.3,0
13,3,19.7,0,88.33,0
0,4,32.3,0,74.67,0
13,3,39.8,0,90.83,0
15,1,16.3,0,100.0,0
21,6,27.6,1,100.0,0
13,0,28.8,1,87.2,0
19,1,38.7,0,100.0,0
2,3,29.0,0,65.5,0
2,5,32.0,0,64.18,1
8,0,38.7,1,54.79,1
5,1,31.8,0,44.93,1
12,6,25.7,0,84.59,0
20,4,17.6,1,100.0,0
1,1,36.9,0,71.22,0
7,5,41.1,0,57.34,1
20,3,44.1,0,99.07,0
1,0,42.8,0,66.91,0
3,4,38.9,1,60.3,1
14,0,34.3,1,96.74,0
3,4,38.4,1,59.44,1
12,6,28.0,0,84.1,0
11,0,32.8,0,78.0,0
12,3,25.5,1,87.01,0
13,6,24.8,0,93.02,0
19,6,37.7,0,100.0,0
17,4,28.6,1,100.0,0
5,2,21.4,1,56.61,1
10,0,21.1,0,63.86,1
1,0,40.8,1,80.18,0
22,1,35.3,0,90.89,0
18,4,31.4,1,100.0,0
18,5,27.0,1,100.0,0
4,2,27.9,0,54.87,1
18,3,16.7,0,100.0,0
1,1,28.6,1,73.5,0
9,2,38.9,0,54.39,1
1,4,26.6,0,67.9,0
10,2,26.5,0,66.13,0
17,6,15.5,1,100.0,0
23,0,28.7,0,87.86,0
14,6,15.8,0,100.0,0
8,0,32.1,1,58.32,1
22,1,30.2,1,96.44,0
18,4,40.2,1,100.0,0
8,4,32.5,1,64.32,1
2,2,24.7,0,67.38,0
20,1,30.5,0,100.0,0
8,4,36.0,1,61.94,1
13,5,17.8,1,94.19,0
18,5,33.6,0,100.0,0
6,6,42.5,0,49.48,1
15,0,24.0,1,100.0,0
15,2,33.8,0,97.12,0
0,3,39.6,0,77.63,0
3,0,30.4,1,62.42,1
3,1,36.5,1,50.25,1
6,4,24.3,1,50.53,1
7,0,24.2,1,62.81,1
16,3,35.0,0,100.0,0
4,3,36.2,1,60.83,1
6,5,43.1,0,42.01,1
19,1,21.7,0,100.0,0
19,0,29.0,0,100.0,0
3,2,22.5,1,72.51,0
5,0,17.4,0,50.44,1
6,5,27.1,1,60.96,1
17,6,26.2,1,100.0,0
4,3,23.1,1,52.9,1
19,1,23.9,0,100.0,0
2,1,25.8,1,66.48,0
6,2,44.7,1,44.55,1
21,1,38.5,0,92.72,0
13,5,17.1,1,94.88,0
6,5,41.2,0,38.15,1
4,5,34.0,0,55.79,1
21,1,41.7,1,100.0,0
4,1,25.3,1,62.85,1
22,5,28.9,1,100.0,0
1,1,41.9,1,78.52,0
20,1,23.2,0,100.0,0
21,3,42.5,1,100.0,0
5,0,39.9,1,58.62,1
14,4,44.4,0,94.75,0
20,1,24.7,1,100.0,0
9,4,22.1,1,65.41,0
22,6,24.9,1,98.28,0
23,4,43.6,1,87.5,0
6,3,25.0,1,53.01,1
4,1,32.0,0,58.45,1
0,5,27.1,1,86.8,0
12,4,26.9,0,85.05,0
20,1,20.8,0,100.0,0
17,2,31.1,0,100.0,0
12,6,40.5,0,71.73,0
20,5,16.5,1,100.0,0
20,2,41.7,1,100.0,0
17,2,35.0,0,100.0,0
4,4,33.5,1,56.1,1
12,2,33.8,1,79.01,0
3,3,23.9,0,58.58,1
16,3,27.5,1,100.0,0
2,4,39.0,0,57.52,1
16,1,24.2,0,100.0,0
10,0,29.1,1,72.91,0
20,1,15.6,1,100.0,0
19,1,37.0,1,100.0,0
22,1,27.5,0,97.22,0
